SEQ,SCCNT_YM,ORIGIN_SN_ID,KWRD_NM,SRCHWRD_NM,SCCNT,ORIGIN_TY
314292,Feb-22,SAN_0674,천태산,천태산,5340,관광명소
301774,Feb-22,SAN_0092,국사봉,국사봉,5330,관광명소
316057,Feb-22,KC498PP19N006614,해월정,해월정,5330,관광명소
302071,Feb-22,KC495PP19N026004,금오랜드,금오랜드,5330,관광명소
316461,Feb-22,SAN_0750,환산,환산,5270,관광명소
301888,Feb-22,KC498PP19N000032,근린공원,근린공원,5170,관광명소
313294,Feb-22,KC498PP19N006612,제주4.3평화공원,제주4.3평화공원,5170,관광명소
310028,Feb-22,KC498PP19N006645,암남공원,암남공원,5160,관광명소
311729,Feb-22,SAN_0554,운문산,운문산,5160,관광명소
303240,Feb-22,KC498PP19N008120,달성공원,달성공원,5080,관광명소
310044,Feb-22,KC495PP19N033708,암산유원지,암산유원지,5050,관광명소
304329,Feb-22,KC498PP19N008132,두류공원,두류공원,5030,관광명소
311711,Feb-22,SAN_0552,운길산,운길산,5020,관광명소
307687,Feb-22,KC498PP19N008445,상족암군립공원,상족암군립공원,4990,관광명소
312815,Feb-22,KC498PP19N008140,잠실한강공원,잠실한강공원,4970,관광명소
314678,Feb-22,KC495PP19N026110,춘장대해수욕장,춘장대해수욕장,4960,관광명소
316358,Feb-22,KC498PP19N003628,화산체육공원,화산체육공원,4960,관광명소
306960,Feb-22,SAN_0374,비산,비산,4940,관광명소
308214,Feb-22,KC495PP19N026192,선녀바위해수욕장,선녀바위해수욕장,4930,관광명소
310232,Feb-22,KC498PP19N003421,양평쉬자파크,양평쉬자파크,4910,관광명소
310431,Feb-22,KC498PP19N008144,여의도공원,여의도공원,4900,관광명소
308867,Feb-22,KC495PP19N026100,송도해수욕장,송도해수욕장,4860,관광명소
306810,Feb-22,KC498PP19N008038,북한산국립공원,북한산국립공원,4850,관광명소
309684,Feb-22,KC495PP19N026116,십리포해수욕장,십리포해수욕장,4840,관광명소
310741,Feb-22,SAN_0507,영인산,영인산,4830,관광명소
303128,Feb-22,KC498PP19N003572,다산생태공원,다산생태공원,4800,관광명소
300715,Feb-22,KC498PP19N006570,걸매생태공원,걸매생태공원,4710,관광명소
305541,Feb-22,KC498PP19N003573,물의정원,물의정원,4680,관광명소
308630,Feb-22,KC498PP19N002277,소래습지생태공원,소래습지생태공원,4680,관광명소
312820,Feb-22,KC498PP19N008138,잠원한강공원,잠원한강공원,4680,관광명소
302448,Feb-22,KC495PP19N026056,낙산해수욕장,낙산해수욕장,4660,관광명소
311765,Feb-22,KC498PP19N001687,운정호수공원,운정호수공원,4660,관광명소
304475,Feb-22,KC495PP19N026018,드림랜드,드림랜드,4640,관광명소
301638,Feb-22,KC495PP19N020084,구미에코랜드,구미에코랜드,4630,관광명소
305933,Feb-22,SAN_0280,방장산,방장산,4610,관광명소
309407,Feb-22,SAN_0471,식장산,식장산,4610,관광명소
310330,Feb-22,KC495PP19N032543,얼음골,얼음골,4580,관광명소
305592,Feb-22,SAN_0263,미륵산,미륵산,4560,관광명소
305838,Feb-22,SAN_0276,발산,발산,4560,관광명소
303029,Feb-22,KC498PP19N006115,능금,능금,4530,관광명소
312204,Feb-22,KC495PP19N033743,유원지,유원지,4520,관광명소
300220,Feb-22,KC498PP19N007856,가야산국립공원,가야산국립공원,4500,관광명소
301108,Feb-22,SAN_0059,고헌산,고헌산,4480,관광명소
306148,Feb-22,SAN_0293,백양산,백양산,4450,관광명소
302731,Feb-22,SAN_0134,내연산,내연산,4440,관광명소
306445,Feb-22,SAN_0328,보문산,보문산,4440,관광명소
300969,Feb-22,KC495PP19N026134,고래불해수욕장,고래불해수욕장,4410,관광명소
301678,Feb-22,KC495PP19N026077,구시포해수욕장,구시포해수욕장,4400,관광명소
312469,Feb-22,KC498PP19N000609,이순신광장,이순신광장,4390,관광명소
310845,Feb-22,KC498PP19N007869,오대산국립공원,오대산국립공원,4360,관광명소
315502,Feb-22,KC495PP19N026063,하나개해수욕장,하나개해수욕장,4340,관광명소
314133,Feb-22,SAN_0660,천관산,천관산,4260,관광명소
314533,Feb-22,KC495PP19N020340,청주랜드,청주랜드,4240,관광명소
310578,Feb-22,SAN_0503,연인산,연인산,4230,관광명소
316458,Feb-22,KC498PP19N000466,환구단,환구단,4230,관광명소
307437,Feb-22,SAN_0402,삼성산,삼성산,4220,관광명소
315548,Feb-22,KC495PP19N033802,하니랜드,하니랜드,4220,관광명소
300155,Feb-22,SAN_0006,가리왕산,가리왕산,4210,관광명소
308023,Feb-22,KC498PP19N004239,서울로7017,서울로7017,4200,관광명소
307324,Feb-22,SAN_0391,삼각산,삼각산,4190,관광명소
314902,Feb-22,KC495PP19N020651,키즈클럽,키즈클럽,4100,관광명소
300313,Feb-22,SAN_0017,간월산,간월산,4070,관광명소
315724,Feb-22,KC495PP19N015229,한담해변,한담해변,4070,관광명소
313538,Feb-22,SAN_0640,주흘산,주흘산,4020,관광명소
302055,Feb-22,SAN_0109,금수산,금수산,4020,관광명소
305114,Feb-22,SAN_0242,명지산,명지산,4010,관광명소
307061,Feb-22,KC495PP19N026361,사계해안,사계해안,4010,관광명소
305956,Feb-22,SAN_0281,방태산,방태산,3910,관광명소
309242,Feb-22,KC495PP19N032515,순담계곡,순담계곡,3890,관광명소
312913,Feb-22,KC495PP19N016021,장사도해상공원,장사도해상공원,3880,관광명소
310665,Feb-22,KC495PP19N033716,영덕해맞이공원,영덕해맞이공원,3870,관광명소
305372,Feb-22,SAN_0254,무학산,무학산,3860,관광명소
308919,Feb-22,KC495PP19N026196,송정해수욕장,송정해수욕장,3860,관광명소
304279,Feb-22,KC498PP19N007876,동화속으로미로공원,동화속으로미로공원,3840,관광명소
308273,Feb-22,KC498PP19N008490,선암호수공원,선암호수공원,3840,관광명소
302806,Feb-22,SAN_0137,노고산,노고산,3800,관광명소
309085,Feb-22,KC498PP19N007405,수봉공원,수봉공원,3790,관광명소
302566,Feb-22,KC498PP19N006500,남선공원,남선공원,3780,관광명소
312055,Feb-22,KC498PP19N007865,월악산국립공원,월악산국립공원,3770,관광명소
311758,Feb-22,SAN_0558,운장산,운장산,3760,관광명소
316467,Feb-22,KC498PP19N003744,환호공원,환호공원,3760,관광명소
314309,Feb-22,SAN_0679,천황산,천황산,3750,관광명소
311005,Feb-22,KC498PP19N006681,오창호수공원,오창호수공원,3730,관광명소
315216,Feb-22,KC498PP19N006255,팔공산하늘정원,팔공산하늘정원,3730,관광명소
316217,Feb-22,SAN_0743,호명산,호명산,3730,관광명소
304630,Feb-22,KC498PP19N006744,마로니에공원,마로니에공원,3710,관광명소
314899,Feb-22,KC495PP19N022907,키즈오토파크,키즈오토파크,3710,관광명소
302746,Feb-22,KC498PP19N007867,내장산국립공원,내장산국립공원,3710,관광명소
305398,Feb-22,KC498PP19N007847,문경새재도립공원,문경새재도립공원,3700,관광명소
306133,Feb-22,SAN_0289,백암산,백암산,3700,관광명소
306913,Feb-22,KC495PP19N023296,브릭캠퍼스,브릭캠퍼스,3670,관광명소
309813,Feb-22,KC495PP19N025984,아인스월드,아인스월드,3650,관광명소
311063,Feb-22,SAN_0527,옥녀봉,옥녀봉,3650,관광명소
313770,Feb-22,KC498PP19N004035,증평자전거공원,증평자전거공원,3650,관광명소
303807,Feb-22,KC495PP19N032371,덕풍계곡,덕풍계곡,3640,관광명소
309787,Feb-22,SAN_0475,아미산,아미산,3640,관광명소
311221,Feb-22,SAN_0534,와룡산,와룡산,3640,관광명소
304336,Feb-22,SAN_0196,두륜산,두륜산,3630,관광명소
304785,Feb-22,KC498PP19N007271,만석공원,만석공원,3630,관광명소
312647,Feb-22,SAN_0587,일월산,일월산,3610,관광명소
305246,Feb-22,KC495PP19N015604,몽돌해수욕장,몽돌해수욕장,3580,관광명소
301456,Feb-22,KC498PP19N000302,광화문광장,광화문광장,3560,관광명소
307398,Feb-22,KC495PP19N026186,삼봉해수욕장,삼봉해수욕장,3550,관광명소
311389,Feb-22,KC498PP19N008169,용두산공원,용두산공원,3540,관광명소
300195,Feb-22,CULTURE_001438,가산산성,가산산성,3540,관광명소
306344,Feb-22,KC498PP19N007860,변산반도국립공원,변산반도국립공원,3530,관광명소
311929,Feb-22,SAN_0563,원적산,원적산,3530,관광명소
306855,Feb-22,SAN_0363,불곡산,불곡산,3520,관광명소
300919,Feb-22,SAN_0050,계족산,계족산,3510,관광명소
