SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
228946,Jun-21,KC495PP19N032277,가령폭포,가령폭포,1020,관광명소
242021,Jun-21,SAN_0315,벽방산,벽방산,1020,관광명소
243881,Jun-21,KC498PP19N006151,사화공원,사화공원,1020,관광명소
250283,Jun-21,KC498PP19N003347,양지암조각공원,양지암조각공원,1020,관광명소
250846,Jun-21,KC498PP19N002427,역삼공원,역삼공원,1020,관광명소
259465,Jun-21,KC498PP19N002744,청운공원,청운공원,1020,관광명소
229446,Jun-21,KC495PP19N032282,갈월계곡,갈월계곡,1010,관광명소
233225,Jun-21,SAN_0121,기백산,기백산,1010,관광명소
236982,Jun-21,KC498PP19N004352,도시숲,도시숲,1010,관광명소
240328,Jun-21,KC495PP19N026418,물안해수욕장,물안해수욕장,1010,관광명소
243078,Jun-21,KC495PP19N026182,분계해수욕장,분계해수욕장,1010,관광명소
243708,Jun-21,SAN_0381,사명산,사명산,1010,관광명소
249624,Jun-21,KC498PP19N007216,안말어린이공원,안말어린이공원,1010,관광명소
249930,Jun-21,KC495PP19N033708,암산유원지,암산유원지,1010,관광명소
249961,Jun-21,KC498PP19N008129,앞산공원,앞산공원,1010,관광명소
253186,Jun-21,KC495PP19N000634,용평피크아일랜드,용평피크아일랜드,1010,관광명소
253522,Jun-21,SAN_0556,운봉산,운봉산,1010,관광명소
257862,Jun-21,KC498PP19N003602,증평별천지공원,증평별천지공원,1010,관광명소
264054,Jun-21,KC495PP19N033821,흑석유원지,흑석유원지,1010,관광명소
231407,Jun-21,KC498PP19N000154,관악산호수공원,관악산호수공원,1000,관광명소
234718,Jun-21,KC498PP19N000210,노작공원,노작공원,1000,관광명소
241974,Jun-21,SAN_0314,법화산,법화산,1000,관광명소
248165,Jun-21,KC495PP19N032511,수하계곡,수하계곡,1000,관광명소
249022,Jun-21,KC498PP19N006898,신트리공원,신트리공원,1000,관광명소
252525,Jun-21,CULTURE_001187,왕궁리5층석탑,왕궁리5층석탑,1000,관광명소
256177,Jun-21,KC495PP19N026326,장안해수욕장,장안해수욕장,1000,관광명소
263675,Jun-21,KC498PP19N003840,황룡친수공원,황룡친수공원,1000,관광명소
230815,Jun-21,KC495PP19N032312,고선계곡,고선계곡,990,관광명소
231691,Jun-21,KC495PP19N015065,광탄리유원지,광탄리유원지,990,관광명소
233764,Jun-21,KC495PP19N032333,낙대폭포,낙대폭포,990,관광명소
237367,Jun-21,KC498PP19N006654,동래사적공원,동래사적공원,990,관광명소
241940,Jun-21,KC498PP19N006638,범어공원,범어공원,990,관광명소
246425,Jun-21,KC498PP19N004443,성남공원,성남공원,990,관광명소
258011,Jun-21,KC498PP19N006718,지산체육공원,지산체육공원,990,관광명소
228926,Jun-21,KC495PP19N013464,가람유원지,가람유원지,980,관광명소
230219,Jun-21,SAN_0038,검봉산,검봉산,980,관광명소
230728,Jun-21,SAN_0056,고령산,고령산,980,관광명소
244233,Jun-21,KC498PP19N007163,삼무공원,삼무공원,980,관광명소
248813,Jun-21,KC498PP19N007614,신석체육공원,신석체육공원,980,관광명소
249100,Jun-21,KC495PP19N026217,실미해수욕장,실미해수욕장,980,관광명소
250259,Jun-21,KC498PP19N000336,양지공원,양지공원,980,관광명소
250381,Jun-21,KC495PP19N035818,어라연계곡,어라연계곡,980,관광명소
258725,Jun-21,KC495PP19N018391,천마산계곡,천마산계곡,980,관광명소
260722,Jun-21,KC495PP19N002802,통도사계곡,통도사계곡,980,관광명소
239617,Jun-21,KC498PP19N002009,목련공원,목련공원,970,관광명소
240607,Jun-21,KC498PP19N007971,민주공원,민주공원,970,관광명소
251024,Jun-21,KC498PP19N007174,연암공원,연암공원,970,관광명소
257356,Jun-21,KC495PP19N032655,주전골,주전골,970,관광명소
238993,Jun-21,SAN_0229,망월산,망월산,960,관광명소
232926,Jun-21,KC498PP19N005186,금산공원,금산공원,960,관광명소
234599,Jun-21,KC498PP19N008498,노들나루공원,노들나루공원,960,관광명소
235261,Jun-21,KC498PP19N001726,다산문화공원,다산문화공원,960,관광명소
240532,Jun-21,KC495PP19N032415,미천골계곡,미천골계곡,960,관광명소
245078,Jun-21,KC498PP19N003431,새암공원,새암공원,960,관광명소
246516,Jun-21,KC498PP19N002262,성산공원,성산공원,960,관광명소
246676,Jun-21,KC498PP19N003613,세계평화의숲,세계평화의숲,960,관광명소
255802,Jun-21,KC498PP19N003951,잠실공원,잠실공원,960,관광명소
262357,Jun-21,KC495PP19N026334,함목해수욕장,함목해수욕장,960,관광명소
263798,Jun-21,SAN_0760,황학산,황학산,960,관광명소
233111,Jun-21,KC495PP19N026392,금진해수욕장,금진해수욕장,950,관광명소
240198,Jun-21,SAN_0261,문형산,문형산,950,관광명소
246342,Jun-21,KC498PP19N007278,설악해맞이공원,설악해맞이공원,950,관광명소
261781,Jun-21,KC495PP19N026256,하저해수욕장,하저해수욕장,950,관광명소
263310,Jun-21,KC495PP19N032716,화림동계곡,화림동계곡,950,관광명소
264142,Jun-21,KC498PP19N004451,희망대공원,희망대공원,950,관광명소
229707,Jun-21,KC498PP19N007045,강서체육공원,강서체육공원,940,관광명소
233986,Jun-21,KC498PP19N003351,남부수자원생태공원,남부수자원생태공원,940,관광명소
236676,Jun-21,KC495PP19N026058,덕포해수욕장,덕포해수욕장,940,관광명소
248765,Jun-21,KC498PP19N008446,신불산군립공원,신불산군립공원,940,관광명소
252681,Jun-21,KC498PP19N003511,용곡공원,용곡공원,940,관광명소
253124,Jun-21,KC495PP19N032588,용지동계곡,용지동계곡,940,관광명소
255570,Jun-21,SAN_0588,입암산,입암산,940,관광명소
257677,Jun-21,KC498PP19N004735,중산공원,중산공원,940,관광명소
235006,Jun-21,KC498PP19N000647,늘봄공원,늘봄공원,930,관광명소
253609,Jun-21,CULTURE_001443,운주산성,운주산성,930,관광명소
261259,Jun-21,KC495PP19N020094,포항해상공원,포항해상공원,930,관광명소
262548,Jun-21,KC498PP19N000111,해마루공원,해마루공원,930,관광명소
263055,Jun-21,KC498PP19N000742,호명호수공원,호명호수공원,930,관광명소
238269,Jun-21,KC495PP19N018197,띠섬목해변,띠섬목해변,920,관광명소
244719,Jun-21,KC498PP19N007258,상리공원,상리공원,920,관광명소
247618,Jun-21,SAN_0451,송학산,송학산,920,관광명소
251232,Jun-21,KC495PP19N026313,염포해수욕장,염포해수욕장,920,관광명소
252632,Jun-21,KC495PP19N026352,외달도해수욕장,외달도해수욕장,920,관광명소
255423,Jun-21,KC498PP19N001516,일연공원,일연공원,920,관광명소
255441,Jun-21,KC498PP19N005915,일원에코파크,일원에코파크,920,관광명소
235437,Jun-21,KC498PP19N006475,달맞이봉공원,달맞이봉공원,910,관광명소
235764,Jun-21,KC495PP19N026086,대광해수욕장,대광해수욕장,910,관광명소
238488,Jun-21,KC498PP19N007803,마산공원,마산공원,910,관광명소
243406,Jun-21,KC495PP19N000076,비선대,비선대,910,관광명소
247259,Jun-21,KC498PP19N005993,솔빛,솔빛,910,관광명소
256742,Jun-21,KC498PP19N007660,정읍사공원,정읍사공원,910,관광명소
233440,Jun-21,KC498PP19N008410,김해시민체육공원,김해시민체육공원,900,관광명소
240661,Jun-21,KC495PP19N033635,바람개비골유원지,바람개비골유원지,900,관광명소
242296,Jun-21,CULTURE_001324,보문산성,보문산성,900,관광명소
243801,Jun-21,KC498PP19N000244,사정공원,사정공원,900,관광명소
255589,Jun-21,SAN_0589,자굴산,자굴산,900,관광명소
261129,Jun-21,KC498PP19N008128,평촌자유공원,평촌자유공원,900,관광명소
233480,Jun-21,KC498PP19N006954,까치산공원,까치산공원,890,관광명소
234504,Jun-21,KC495PP19N013514,냉천골,냉천골,890,관광명소
239074,Jun-21,KC495PP19N035782,매월대폭포,매월대폭포,890,관광명소
241326,Jun-21,KC498PP19N004661,배수지공원,배수지공원,890,관광명소
242369,Jun-21,KC498PP19N007099,복사골공원,복사골공원,890,관광명소
249270,Jun-21,KC495PP19N015948,쌍용산장,쌍용산장,890,관광명소
250592,Jun-21,KC498PP19N007092,에덴공원,에덴공원,890,관광명소
260312,Jun-21,KC498PP19N003398,탄도인공습지공원,탄도인공습지공원,890,관광명소
263268,Jun-21,KC498PP19N007481,화도진공원,화도진공원,890,관광명소
264002,Jun-21,KC495PP19N020453,후포해변,후포해변,890,관광명소
229282,Jun-21,KC495PP19N032280,각흘계곡,각흘계곡,880,관광명소
229598,Jun-21,KC498PP19N002935,강남공원,강남공원,880,관광명소
230644,Jun-21,KC498PP19N003862,고대지구근린공원,고대지구근린공원,880,관광명소
231851,Jun-21,SAN_0074,구덕산,구덕산,880,관광명소
243483,Jun-21,SAN_0378,빈계산,빈계산,880,관광명소
246998,Jun-21,KC498PP19N006198,소백산하늘자락공원,소백산하늘자락공원,880,관광명소
254201,Jun-21,SAN_0567,월아산,월아산,880,관광명소
255453,Jun-21,KC498PP19N006758,일월공원,일월공원,880,관광명소
256141,Jun-21,KC498PP19N007350,장안공원,장안공원,880,관광명소
259233,Jun-21,KC498PP19N003657,청담배수지공원,청담배수지공원,880,관광명소
236216,Jun-21,KC498PP19N002968,대천공원,대천공원,870,관광명소
236850,Jun-21,SAN_0185,도드람산,도드람산,870,관광명소
239287,Jun-21,KC495PP19N000959,명달계곡,명달계곡,870,관광명소
250684,Jun-21,KC495PP19N032546,여근곡,여근곡,870,관광명소
250732,Jun-21,KC498PP19N000012,여울공원,여울공원,870,관광명소
256135,Jun-21,KC495PP19N033756,장신유원지,장신유원지,870,관광명소
259206,Jun-21,KC498PP19N003172,청널공원,청널공원,870,관광명소
259731,Jun-21,SAN_0692,최정산,최정산,870,관광명소
261691,Jun-21,KC498PP19N003109,하동포구공원,하동포구공원,870,관광명소
235249,Jun-21,KC498PP19N001486,다사체육공원,다사체육공원,860,관광명소
236635,Jun-21,KC498PP19N007027,덕진체련공원,덕진체련공원,860,관광명소
237928,Jun-21,KC495PP19N026159,두여해수욕장,두여해수욕장,860,관광명소
238974,Jun-21,KC498PP19N004098,망우공원,망우공원,860,관광명소
242895,Jun-21,KC498PP19N005441,부영공원,부영공원,860,관광명소
242957,Jun-21,KC498PP19N003522,북광장,북광장,860,관광명소
247894,Jun-21,KC495PP19N033693,수산유원지,수산유원지,860,관광명소
260127,Jun-21,KC498PP19N006798,침산공원,침산공원,860,관광명소
263687,Jun-21,KC498PP19N008468,황매산군립공원,황매산군립공원,860,관광명소
243280,Jun-21,SAN_0370,비계산,비계산,850,관광명소
230373,Jun-21,KC498PP19N000216,경암근린공원,경암근린공원,850,관광명소
236221,Jun-21,KC495PP19N013515,대천천계곡,대천천계곡,850,관광명소
237312,Jun-21,KC495PP19N032375,동곡계곡,동곡계곡,850,관광명소
241254,Jun-21,KC498PP19N007334,방화근린공원,방화근린공원,850,관광명소
243060,Jun-21,KC498PP19N000278,북한산생태공원,북한산생태공원,850,관광명소
243666,Jun-21,KC495PP19N016104,사동해수욕장,사동해수욕장,850,관광명소
248866,Jun-21,KC498PP19N002357,신안튤립공원,신안튤립공원,850,관광명소
250535,Jun-21,KC495PP19N016076,억수계곡,억수계곡,850,관광명소
254867,Jun-21,KC498PP19N000423,응봉체육공원,응봉체육공원,850,관광명소
239036,Jun-21,KC495PP19N035771,매바위인공폭포,매바위인공폭포,840,관광명소
256663,Jun-21,KC498PP19N000021,정발산공원,정발산공원,840,관광명소
263393,Jun-21,KC495PP19N018396,화암카트체험장,화암카트체험장,840,관광명소
233119,Jun-21,KC495PP19N015067,금천계곡,금천계곡,830,관광명소
233576,Jun-21,KC498PP19N007960,꽃지해안공원,꽃지해안공원,830,관광명소
243996,Jun-21,KC495PP19N014008,산수계곡,산수계곡,830,관광명소
244092,Jun-21,KC498PP19N007557,살곶이체육공원,살곶이체육공원,830,관광명소
245876,Jun-21,KC498PP19N007036,석문공원,석문공원,830,관광명소
247663,Jun-21,KC495PP19N000929,쇠목계곡,쇠목계곡,830,관광명소
249088,Jun-21,KC495PP19N026218,신흥해수욕장,신흥해수욕장,830,관광명소
252861,Jun-21,KC495PP19N014021,용문사계곡,용문사계곡,830,관광명소
255942,Jun-21,KC495PP19N026233,장등해수욕장,장등해수욕장,830,관광명소
256732,Jun-21,KC498PP19N003363,정양늪생태공원,정양늪생태공원,830,관광명소
230123,Jun-21,KC498PP19N003912,거징이쉼터,거징이쉼터,820,관광명소
231147,Jun-21,KC498PP19N006165,공룡발자국공원,공룡발자국공원,820,관광명소
232269,Jun-21,SAN_0086,구절산,구절산,820,관광명소
234646,Jun-21,KC498PP19N006980,노산공원,노산공원,820,관광명소
235869,Jun-21,KC498PP19N003560,대림동산,대림동산,820,관광명소
241046,Jun-21,KC495PP19N020151,밤나무유원지,밤나무유원지,820,관광명소
251065,Jun-21,KC498PP19N008464,연인산도립공원,연인산도립공원,820,관광명소
251652,Jun-21,KC495PP19N026314,오도1리해수욕장,오도1리해수욕장,820,관광명소
258160,Jun-21,KC498PP19N005863,직지문화공원,직지문화공원,820,관광명소
260915,Jun-21,SAN_0721,팔각산,팔각산,820,관광명소
229878,Jun-21,KC498PP19N000936,개나리공원,개나리공원,810,관광명소
230809,Jun-21,KC495PP19N033558,고석정랜드,고석정랜드,810,관광명소
235186,Jun-21,KC498PP19N000203,다람산공원,다람산공원,810,관광명소
241548,Jun-21,KC495PP19N013506,백석탄계곡,백석탄계곡,810,관광명소
249918,Jun-21,KC498PP19N004350,암사역사공원,암사역사공원,810,관광명소
250444,Jun-21,SAN_0494,어비산,어비산,810,관광명소
253752,Jun-21,KC498PP19N001645,웅천친수공원,웅천친수공원,810,관광명소
255877,Jun-21,KC495PP19N014826,장군목유원지,장군목유원지,810,관광명소
257532,Jun-21,KC495PP19N023156,중광정해수욕장,중광정해수욕장,810,관광명소
261677,Jun-21,KC498PP19N007985,하동공원,하동공원,810,관광명소
253594,Jun-21,SAN_0559,운제산,운제산,800,관광명소
231332,Jun-21,KC495PP19N026119,관매도해수욕장,관매도해수욕장,800,관광명소
238944,Jun-21,SAN_0227,망산,망산,800,관광명소
240729,Jun-21,SAN_0272,바위산,바위산,800,관광명소
245752,Jun-21,KC498PP19N003325,서해안바람공원,서해안바람공원,800,관광명소
250211,Jun-21,KC498PP19N008049,양재근린공원,양재근린공원,800,관광명소
252207,Jun-21,KC498PP19N004622,옥정공원,옥정공원,800,관광명소
230656,Jun-21,KC498PP19N000260,고덕수변생태공원,고덕수변생태공원,790,관광명소
232029,Jun-21,KC495PP19N014391,구만폭포,구만폭포,790,관광명소
234371,Jun-21,KC495PP19N013995,내리계곡,내리계곡,790,관광명소
234724,Jun-21,KC498PP19N008152,노적봉공원,노적봉공원,790,관광명소
237076,Jun-21,SAN_0189,도장산,도장산,790,관광명소
242814,Jun-21,KC498PP19N003498,부산유라시아플랫폼,부산유라시아플랫폼,790,관광명소
245632,Jun-21,CULTURE_001501,서울한양도성,서울한양도성,790,관광명소
248975,Jun-21,KC495PP19N026126,신지명사십리해수욕장,신지명사십리해수욕장,790,관광명소
260709,Jun-21,SAN_0717,통고산,통고산,790,관광명소
263747,Jun-21,KC498PP19N000023,황송공원,황송공원,790,관광명소
230049,Jun-21,KC498PP19N007441,거북공원,거북공원,780,관광명소
232071,Jun-21,SAN_0080,구미산,구미산,780,관광명소
234561,Jun-21,KC495PP19N026316,노가리해수욕장,노가리해수욕장,780,관광명소
235859,Jun-21,SAN_0159,대룡산,대룡산,780,관광명소
236503,Jun-21,KC498PP19N006421,덕산도립공원,덕산도립공원,780,관광명소
243507,Jun-21,KC498PP19N004037,빛가람호수공원,빛가람호수공원,780,관광명소
244608,Jun-21,KC495PP19N032460,상계폭포,상계폭포,780,관광명소
248350,Jun-21,KC495PP19N018378,스튜디오큐브,스튜디오큐브,780,관광명소
251677,Jun-21,KC498PP19N008073,오랑대공원,오랑대공원,780,관광명소
262411,Jun-21,KC498PP19N000242,함주공원,함주공원,780,관광명소
230173,Jun-21,KC498PP19N006570,걸매생태공원,걸매생태공원,770,관광명소
231266,Jun-21,KC495PP19N023154,공현진2리해수욕장,공현진2리해수욕장,770,관광명소
231457,Jun-21,KC498PP19N001607,광교역사공원,광교역사공원,770,관광명소
237347,Jun-21,SAN_0191,동대산,동대산,770,관광명소
239332,Jun-21,SAN_0240,명봉산,명봉산,770,관광명소
250181,Jun-21,KC498PP19N007124,양산호수공원,양산호수공원,770,관광명소
260604,Jun-21,SAN_0715,토곡산,토곡산,770,관광명소
236251,Jun-21,KC498PP19N003435,대청호반자연생태공원,대청호반자연생태공원,760,관광명소
246385,Jun-21,KC495PP19N033677,섬강유원지,섬강유원지,760,관광명소
248195,Jun-21,KC498PP19N007489,숙지공원,숙지공원,760,관광명소
249677,Jun-21,KC498PP19N002395,안산도시자연공원,안산도시자연공원,760,관광명소
252498,Jun-21,KC498PP19N006447,완산공원,완산공원,760,관광명소
254120,Jun-21,KC498PP19N000161,월명공원,월명공원,760,관광명소
257132,Jun-21,KC495PP19N026329,종달리해수욕장,종달리해수욕장,760,관광명소
262783,Jun-21,KC498PP19N004056,향기원,향기원,760,관광명소
229221,Jun-21,KC498PP19N001487,가창체육공원,가창체육공원,750,관광명소
230055,Jun-21,KC498PP19N007449,거북선공원,거북선공원,750,관광명소
236026,Jun-21,KC498PP19N007472,대신공원,대신공원,750,관광명소
236320,Jun-21,KC495PP19N018239,대한민국술테마박물관,대한민국술테마박물관,750,관광명소
244930,Jun-21,KC498PP19N001543,상현레스피아,상현레스피아,750,관광명소
248666,Jun-21,KC495PP19N026202,신도해수욕장,신도해수욕장,750,관광명소
253712,Jun-21,KC498PP19N003273,웅상체육공원,웅상체육공원,750,관광명소
259778,Jun-21,KC495PP19N026249,추포해수욕장,추포해수욕장,750,관광명소
263535,Jun-21,SAN_0749,화학산,화학산,750,관광명소
232184,Jun-21,KC498PP19N000178,구암공원,구암공원,740,관광명소
233099,Jun-21,KC498PP19N004303,금정산성다목적광장,금정산성다목적광장,740,관광명소
234453,Jun-21,KC498PP19N000300,내장산조각공원,내장산조각공원,740,관광명소
237850,Jun-21,KC495PP19N026289,두모몽돌해수욕장,두모몽돌해수욕장,740,관광명소
240969,Jun-21,KC498PP19N004719,발바닥공원,발바닥공원,740,관광명소
246753,Jun-21,KC495PP19N001139,세천유원지,세천유원지,740,관광명소
248943,Jun-21,KC495PP19N013735,신재생에너지테마파크,신재생에너지테마파크,740,관광명소
251779,Jun-21,KC495PP19N015686,오봉계곡,오봉계곡,740,관광명소
253008,Jun-21,KC495PP19N014052,용수폭포,용수폭포,740,관광명소
254527,Jun-21,KC498PP19N001659,유엔평화공원,유엔평화공원,740,관광명소
259683,Jun-21,KC498PP19N004295,초안산근린공원,초안산근린공원,740,관광명소
243772,Jun-21,CULTURE_001269,사육신묘,사육신묘,730,관광명소
250654,Jun-21,KC498PP19N000444,엑스포공원,엑스포공원,730,관광명소
255123,Jun-21,KC498PP19N003299,이천온천공원,이천온천공원,730,관광명소
263861,Jun-21,KC498PP19N003407,횡성베이스볼테마파크,횡성베이스볼테마파크,730,관광명소
228810,Jun-21,KC498PP19N005217,518기념공원,518기념공원,720,관광명소
230200,Jun-21,SAN_0037,검마산,검마산,720,관광명소
231800,Jun-21,KC498PP19N001382,교통공원,교통공원,720,관광명소
231875,Jun-21,KC498PP19N007799,구로거리공원,구로거리공원,720,관광명소
232114,Jun-21,SAN_0082,구봉대산,구봉대산,720,관광명소
241667,Jun-21,KC498PP19N000674,백운공원,백운공원,720,관광명소
242135,Jun-21,KC498PP19N002096,별천지공원,별천지공원,720,관광명소
253576,Jun-21,KC495PP19N002766,운장산계곡,운장산계곡,720,관광명소
254156,Jun-21,KC498PP19N005980,월배체육공원,월배체육공원,720,관광명소
255268,Jun-21,KC495PP19N015786,인왕산수성동계곡,인왕산수성동계곡,720,관광명소
259986,Jun-21,KC498PP19N003100,친수공원,친수공원,720,관광명소
230246,Jun-21,SAN_0041,것대산,것대산,710,관광명소
230626,Jun-21,KC495PP19N013893,고기리유원지,고기리유원지,710,관광명소
236532,Jun-21,KC498PP19N007091,덕수공원,덕수공원,710,관광명소
238591,Jun-21,KC498PP19N005257,마장공원,마장공원,710,관광명소
238597,Jun-21,KC498PP19N005902,마장공원(2020년12월예정),마장공원,710,관광명소
241759,Jun-21,KC495PP19N002230,백천계곡,백천계곡,710,관광명소
252133,Jun-21,KC495PP19N015029,옥돌해수욕장,옥돌해수욕장,710,관광명소
261204,Jun-21,KC498PP19N008233,평화의광장,평화의광장,710,관광명소
264122,Jun-21,KC495PP19N026265,흥환해수욕장,흥환해수욕장,710,관광명소
241721,Jun-21,SAN_0305,백이산,백이산,700,관광명소
233801,Jun-21,KC498PP19N002954,낙생대공원,낙생대공원,700,관광명소
241522,Jun-21,SAN_0286,백석산,백석산,700,관광명소
251671,Jun-21,CULTURE_001517,오두산성,오두산성,700,관광명소
261067,Jun-21,KC495PP19N016085,평대해수욕장,평대해수욕장,700,관광명소
229319,Jun-21,KC498PP19N000750,간월호쉼터공원,간월호쉼터공원,690,관광명소
230292,Jun-21,KC498PP19N005940,경기평화광장,경기평화광장,690,관광명소
232035,Jun-21,KC498PP19N000602,구목정공원,구목정공원,690,관광명소
232497,Jun-21,KC498PP19N000457,궁동공원,궁동공원,690,관광명소
233131,Jun-21,KC498PP19N001835,금천체육공원,금천체육공원,690,관광명소
243567,Jun-21,KC498PP19N008089,사가정공원,사가정공원,690,관광명소
247669,Jun-21,KC498PP19N003323,쇠평어린이공원,쇠평어린이공원,690,관광명소
248591,Jun-21,KC498PP19N002344,신기공원,신기공원,690,관광명소
249513,Jun-21,KC495PP19N002772,아흔아홉골,아흔아홉골,690,관광명소
251744,Jun-21,KC498PP19N006996,오목공원,오목공원,690,관광명소
253492,Jun-21,SAN_0553,운달산,운달산,690,관광명소
256764,Jun-21,KC495PP19N026267,정자해수욕장,정자해수욕장,690,관광명소
257120,Jun-21,SAN_0627,종남산,종남산,690,관광명소
258743,Jun-21,CULTURE_001156,천마총금관,천마총금관,690,관광명소
262384,Jun-21,KC498PP19N003270,함상공원,함상공원,690,관광명소
262460,Jun-21,CULTURE_001407,합천대야성,합천대야성,690,관광명소
263114,Jun-21,KC498PP19N002886,호암지생태공원,호암지생태공원,690,관광명소
239005,Jun-21,KC495PP19N026292,망치해수욕장,망치해수욕장,680,관광명소
240578,Jun-21,KC498PP19N000044,민락공원,민락공원,680,관광명소
246851,Jun-21,KC498PP19N003209,소남머리,소남머리,680,관광명소
253275,Jun-21,KC498PP19N002507,우도등대공원,우도등대공원,680,관광명소
253406,Jun-21,KC498PP19N000753,우장산공원,우장산공원,680,관광명소
257783,Jun-21,KC495PP19N014462,중원폭포,중원폭포,680,관광명소
261900,Jun-21,KC498PP19N000608,학익에코테마파크,학익에코테마파크,680,관광명소
229834,Jun-21,CULTURE_001266,강화산성,강화산성,670,관광명소
230406,Jun-21,KC495PP19N026389,경정해수욕장,경정해수욕장,670,관광명소
239260,Jun-21,CULTURE_001453,면천읍성,면천읍성,670,관광명소
241131,Jun-21,KC495PP19N014486,방선문계곡,방선문계곡,670,관광명소
241345,Jun-21,KC495PP19N026172,배알도해수욕장,배알도해수욕장,670,관광명소
244430,Jun-21,KC498PP19N000314,삼일공원,삼일공원,670,관광명소
249401,Jun-21,KC498PP19N007361,아시아공원,아시아공원,670,관광명소
250054,Jun-21,KC498PP19N008136,야시골공원,야시골공원,670,관광명소
251892,Jun-21,KC498PP19N000265,오수의견공원,오수의견공원,670,관광명소
255388,Jun-21,KC498PP19N006709,일산문화공원,일산문화공원,670,관광명소
233474,Jun-21,KC498PP19N000895,까치공원,까치공원,660,관광명소
233915,Jun-21,SAN_0125,남군자산,남군자산,660,관광명소
237155,Jun-21,KC498PP19N003451,독산자연공원,독산자연공원,660,관광명소
243180,Jun-21,CULTURE_001158,불국사다보탑,불국사다보탑,660,관광명소
251913,Jun-21,KC498PP19N006035,오이도공원,오이도공원,660,관광명소
255548,Jun-21,KC498PP19N000610,임학공원,임학공원,660,관광명소
256820,Jun-21,SAN_0618,제석산,제석산,660,관광명소
258051,Jun-21,KC495PP19N014031,지암계곡,지암계곡,660,관광명소
258646,Jun-21,KC495PP19N002053,천경대,천경대,660,관광명소
232697,Jun-21,KC498PP19N000135,금강습지생태공원,금강습지생태공원,650,관광명소
238140,Jun-21,KC498PP19N003410,들성생태공원,들성생태공원,650,관광명소
240924,Jun-21,KC498PP19N002992,반월공원,반월공원,650,관광명소
249014,Jun-21,KC495PP19N002877,신촌유원지,신촌유원지,650,관광명소
250792,Jun-21,SAN_0499,여항산,여항산,650,관광명소
251493,Jun-21,KC495PP19N018388,영프라자,영프라자,650,관광명소
253119,Jun-21,KC498PP19N008104,용지공원,용지공원,650,관광명소
255634,Jun-21,KC498PP19N006886,자성대공원,자성대공원,650,관광명소
257923,Jun-21,KC498PP19N006538,지도공원,지도공원,650,관광명소
260372,Jun-21,KC498PP19N000656,탑골생태공원,탑골생태공원,650,관광명소
261936,Jun-21,KC498PP19N004057,한강드론공원,한강드론공원,650,관광명소
231588,Jun-21,KC498PP19N003788,광양항해양공원,광양항해양공원,640,관광명소
238200,Jun-21,KC495PP19N033618,딴산유원지,딴산유원지,640,관광명소
238968,Jun-21,KC495PP19N026163,망양해수욕장,망양해수욕장,640,관광명소
239133,Jun-21,SAN_0234,매화산,매화산,640,관광명소
242973,Jun-21,SAN_0357,북바위산,북바위산,640,관광명소
245514,Jun-21,CULTURE_001359,서생포왜성,서생포왜성,640,관광명소
253198,Jun-21,KC495PP19N002779,용하구곡,용하구곡,640,관광명소
254167,Jun-21,SAN_0566,월봉산,월봉산,640,관광명소
257441,Jun-21,KC495PP19N026239,죽림해수욕장,죽림해수욕장,640,관광명소
259143,Jun-21,KC495PP19N026339,청간해수욕장,청간해수욕장,640,관광명소
260801,Jun-21,KC498PP19N001600,통진레코파크,통진레코파크,640,관광명소
228816,Jun-21,KC498PP19N000199,75광장,75광장,630,관광명소
229924,Jun-21,KC498PP19N003579,개운산공원,개운산공원,630,관광명소
230607,Jun-21,KC498PP19N008456,고강선사유적공원,고강선사유적공원,630,관광명소
231922,Jun-21,KC498PP19N008062,구룡산장승공원,구룡산장승공원,630,관광명소
244665,Jun-21,KC498PP19N001145,상도근린공원,상도근린공원,630,관광명소
251304,Jun-21,KC495PP19N026337,영리해수욕장,영리해수욕장,630,관광명소
252295,Jun-21,KC495PP19N014717,온뜨레피움,온뜨레피움,630,관광명소
253553,Jun-21,KC495PP19N002731,운여해수욕장,운여해수욕장,630,관광명소
256613,Jun-21,KC498PP19N007550,정동공원,정동공원,630,관광명소
261123,Jun-21,KC498PP19N004650,평촌공원,평촌공원,630,관광명소
261876,Jun-21,KC498PP19N007365,학성공원,학성공원,630,관광명소
262417,Jun-21,KC498PP19N002856,함지공원,함지공원,630,관광명소
230002,Jun-21,SAN_0030,거류산,거류산,620,관광명소
229613,Jun-21,KC495PP19N032283,강당계곡,강당계곡,620,관광명소
233830,Jun-21,SAN_0123,낙영산,낙영산,620,관광명소
234198,Jun-21,KC498PP19N008184,남지체육공원,남지체육공원,620,관광명소
235660,Jun-21,KC498PP19N007409,당산공원,당산공원,620,관광명소
237714,Jun-21,KC495PP19N017975,돝섬해상유원지,돝섬해상유원지,620,관광명소
238523,Jun-21,KC495PP19N026291,마시안해수욕장,마시안해수욕장,620,관광명소
241052,Jun-21,KC498PP19N003257,밤밭청개구리공원,밤밭청개구리공원,620,관광명소
246795,Jun-21,KC498PP19N002273,소공원,소공원,620,관광명소
251630,Jun-21,KC495PP19N015816,오네또해피랜드,오네또해피랜드,620,관광명소
253014,Jun-21,KC498PP19N003354,용안생태습지공원,용안생태습지공원,620,관광명소
253039,Jun-21,KC495PP19N001063,용연사계곡,용연사계곡,620,관광명소
